Jamaica,JAM,2020-06-01,581
Japan,JPN,2020-06-01,16884
Jersey,JEY,2020-06-01,292
Jordan,JOR,2020-06-01,665
Kazakhstan,KAZ,2020-06-01,11308
Kenya,KEN,2020-06-01,1962
Kosovo,OWID_KOS,2020-06-01,1064
Kuwait,KWT,2020-06-01,27043
Laos,LAO,2020-06-01,19
Latvia,LVA,2020-06-01,1066
Lebanon,LBN,2020-06-01,1220
Lesotho,LSO,2020-06-01,2
Liberia,LBR,2020-06-01,302
Libya,LBY,2020-06-01,130
Liechtenstein,LIE,2020-06-01,83
Lithuania,LTU,2020-06-01,1611
Luxembourg,LUX,2020-06-01,3088
Madagascar,MDG,2020-06-01,795
Malawi,MWI,2020-06-01,284
Malaysia,MYS,2020-06-01,7819
Maldives,MDV,2020-06-01,1773
Mali,MLI,2020-06-01,1263
Malta,MLT,2020-06-01,621
Martinique,MTQ,2020-06-01,200
Mauritania,MRT,2020-06-01,530
Mauritius,MUS,2020-06-01,335
Mayotte,MYT,2020-06-01,1871
Mexico,MEX,2020-06-01,123051
Moldova,MDA,2020-06-01,8251
Monaco,MCO,2020-06-01,59
Mongolia,MNG,2020-06-01,185
Montenegro,MNE,2020-06-01,3
Montserrat,MSR,2020-06-01,11
Morocco,MAR,2020-06-01,7807
Mozambique,MOZ,2020-06-01,254
Myanmar,MMR,2020-06-01,228
Namibia,NAM,2020-06-01,24
Nepal,NPL,2020-06-01,1811
Netherlands,NLD,2020-06-01,46488
New Caledonia,NCL,2020-06-01,19
New Zealand,NZL,2020-06-01,1154
Nicaragua,NIC,2020-06-01,885
Niger,NER,2020-06-01,958
Nigeria,NGA,2020-06-01,10162
North Macedonia,MKD,2020-06-01,2315
Northern Mariana Islands,MNP,2020-06-01,22
Norway,NOR,2020-06-01,8440
Oman,OMN,2020-06-01,11437
Pakistan,PAK,2020-06-01,69496
Palestine,PSE,2020-06-01,627
Panama,PAN,2020-06-01,13018
Papua New Guinea,PNG,2020-06-01,8
Paraguay,PRY,2020-06-01,986
Peru,PER,2020-06-01,155671
Philippines,PHL,2020-06-01,18086
Poland,POL,2020-06-01,23786
Portugal,PRT,2020-06-01,32863
Puerto Rico,PRI,2020-06-01,1446
Qatar,QAT,2020-06-01,56910
Reunion,REU,2020-06-01,471
Romania,ROU,2020-06-01,19257
Russia,RUS,2020-06-01,414878
Rwanda,RWA,2020-06-01,370
Saint Barthelemy,BLM,2020-06-01,6
Saint Kitts and Nevis,KNA,2020-06-01,15
Saint Lucia,LCA,2020-06-01,18
Saint Martin (French part),MAF,2020-06-01,41
Saint Pierre and Miquelon,SPM,2020-06-01,1
Saint Vincent and the Grenadines,VCT,2020-06-01,26
San Marino,SMR,2020-06-01,689
Sao Tome and Principe,STP,2020-06-01,483
Saudi Arabia,SAU,2020-06-01,85261
Senegal,SEN,2020-06-01,3645
Serbia,SRB,2020-06-01,11412
Seychelles,SYC,2020-06-01,11
Sierra Leone,SLE,2020-06-01,861
Singapore,SGP,2020-06-01,34884
Sint Maarten (Dutch part),SXM,2020-06-01,78
Slovakia,SVK,2020-06-01,1522
Slovenia,SVN,2020-06-01,1473
Somalia,SOM,2020-06-01,1976
South Africa,ZAF,2020-06-01,32683
South Korea,KOR,2020-06-01,11503
South Sudan,SSD,2020-06-01,1147
Spain,ESP,2020-06-01,247009
Sri Lanka,LKA,2020-06-01,1643
Sudan,SDN,2020-06-01,5026
Suriname,SUR,2020-06-01,14
Sweden,SWE,2020-06-01,38661
Switzerland,CHE,2020-06-01,30840
Syria,SYR,2020-06-01,122
Tajikistan,TJK,2020-06-01,3930
Tanzania,TZA,2020-06-01,509
Thailand,THA,2020-06-01,3082
Togo,TGO,2020-06-01,442
Trinidad and Tobago,TTO,2020-06-01,117
Tunisia,TUN,2020-06-01,1077
Turkey,TUR,2020-06-01,163942
Turks and Caicos Islands,TCA,2020-06-01,12
Uganda,UGA,2020-06-01,453
Ukraine,UKR,2020-06-01,21766
United Arab Emirates,ARE,2020-06-01,34557
United Kingdom,GBR,2020-06-01,255352
United States,USA,2020-06-01,1809549
United States Virgin Islands,VIR,2020-06-01,69
Uruguay,URY,2020-06-01,821
Vatican,VAT,2020-06-01,12
Venezuela,VEN,2020-06-01,1459
Vietnam,VNM,2020-06-01,328
Yemen,YEM,2020-06-01,323
Zambia,ZMB,2020-06-01,1079
Zimbabwe,ZWE,2020-06-01,177
Afghanistan,AFG,2020-06-02,15750
Albania,ALB,2020-06-02,1137
Algeria,DZA,2020-06-02,9513
Andorra,AND,2020-06-02,765
Angola,AGO,2020-06-02,86
Anguilla,AIA,2020-06-02,3
Antigua and Barbuda,ATG,2020-06-02,25
Argentina,ARG,2020-06-02,24447
Armenia,ARM,2020-06-02,10009
Aruba,ABW,2020-06-02,101
Australia,AUS,2020-06-02,7204
Austria,AUT,2020-06-02,13433
Azerbaijan,AZE,2020-06-02,5494
Bahamas,BHS,2020-06-02,102
Bahrain,BHR,2020-06-02,11871
Bangladesh,BGD,2020-06-02,52445
Barbados,BRB,2020-06-02,92
Belarus,BLR,2020-06-02,43403
Belgium,BEL,2020-06-02,58964
Belize,BLZ,2020-06-02,18
Benin,BEN,2020-06-02,244
Bermuda,BMU,2020-06-02,140
Bhutan,BTN,2020-06-02,47
Bolivia,BOL,2020-06-02,9982
Bonaire Sint Eustatius and Saba,BES,2020-06-02,7
Bosnia and Herzegovina,BIH,2020-06-02,2524
Botswana,BWA,2020-06-02,38
Brazil,BRA,2020-06-02,514849
British Virgin Islands,VGB,2020-06-02,8
Brunei,BRN,2020-06-02,141
Bulgaria,BGR,2020-06-02,2513
Burkina Faso,BFA,2020-06-02,883
Burundi,BDI,2020-06-02,63
Cambodia,KHM,2020-06-02,125
Cameroon,CMR,2020-06-02,6564
Canada,CAN,2020-06-02,90936
Cape Verde,CPV,2020-06-02,458
Cayman Islands,CYM,2020-06-02,141
Central African Republic,CAF,2020-06-02,1164
Chad,TCD,2020-06-02,803
Chile,CHL,2020-06-02,105159
China,CHN,2020-06-02,84597
Colombia,COL,2020-06-02,29383
Comoros,COM,2020-06-02,62
Congo,COG,2020-06-02,618
Costa Rica,CRI,2020-06-02,1056
Cote d'Ivoire,CIV,2020-06-02,2951
Croatia,HRV,2020-06-02,2246
Cuba,CUB,2020-06-02,2083
Curacao,CUW,2020-06-02,20
Cyprus,CYP,2020-06-02,949
Czechia,CZE,2020-06-02,9391
Democratic Republic of Congo,COD,2020-06-02,3325
Denmark,DNK,2020-06-02,11699
Djibouti,DJI,2020-06-02,3569
Dominica,DMA,2020-06-02,16
Dominican Republic,DOM,2020-06-02,17572
East Timor,TLS,2020-06-02,24
Ecuador,ECU,2020-06-02,39994
Egypt,EGY,2020-06-02,26384
El Salvador,SLV,2020-06-02,2582
Equatorial Guinea,GNQ,2020-06-02,1832
Eritrea,ERI,2020-06-02,39
Estonia,EST,2020-06-02,7112
Eswatini,SWZ,2020-06-02,293
Ethiopia,ETH,2020-06-02,1257
Falkland Islands,FLK,2020-06-02,13
Faroe Islands,FRO,2020-06-02,187
Fiji,FJI,2020-06-02,18
Finland,FIN,2020-06-02,6605
France,FRA,2020-06-02,8469
French Guiana,GUF,2020-06-02,499
French Polynesia,PYF,2020-06-02,60
Gabon,GAB,2020-06-02,2803
Gambia,GMB,2020-06-02,25
Georgia,GEO,2020-06-02,796
Germany,DEU,2020-06-02,182082
Ghana,GHA,2020-06-02,8070
Gibraltar,GIB,2020-06-02,162
Greece,GRC,2020-06-02,2978
Greenland,GRL,2020-06-02,13
Grenada,GRD,2020-06-02,23
Guadeloupe,GLP,2020-06-02,162
Guam,GUM,2020-06-02,167
Guatemala,GTM,2020-06-02,5087
Guernsey,GGY,2020-06-02,252
Guinea,GIN,2020-06-02,3844
Guinea-Bissau,GNB,2020-06-02,1339
Guyana,GUY,2020-06-02,153
Haiti,HTI,2020-06-02,2124
Honduras,HND,2020-06-02,5202
Hungary,HUN,2020-06-02,3921
Iceland,ISL,2020-06-02,1820
India,IND,2020-06-02,198706
Indonesia,IDN,2020-06-02,27549
Iran,IRN,2020-06-02,154445
Iraq,IRQ,2020-06-02,6868
Ireland,IRL,2020-06-02,24990
Isle of Man,IMN,2020-06-02,338
Israel,ISR,2020-06-02,17157
Italy,ITA,2020-06-02,233197
Jamaica,JAM,2020-06-02,581
Japan,JPN,2020-06-02,16930
Jersey,JEY,2020-06-02,292
Jordan,JOR,2020-06-02,672
Kazakhstan,KAZ,2020-06-02,11571
Kenya,KEN,2020-06-02,2021
Kosovo,OWID_KOS,2020-06-02,1067
Kuwait,KWT,2020-06-02,27762
Laos,LAO,2020-06-02,19
Latvia,LVA,2020-06-02,1066
Lebanon,LBN,2020-06-02,1233
Lesotho,LSO,2020-06-02,4
Liberia,LBR,2020-06-02,317
Libya,LBY,2020-06-02,156
Liechtenstein,LIE,2020-06-02,83
Lithuania,LTU,2020-06-02,1614
Luxembourg,LUX,2020-06-02,3088
Madagascar,MDG,2020-06-02,826
Malawi,MWI,2020-06-02,336
Malaysia,MYS,2020-06-02,7857
Maldives,MDV,2020-06-02,1841
Mali,MLI,2020-06-02,1313
Malta,MLT,2020-06-02,621
Martinique,MTQ,2020-06-02,200
Mauritania,MRT,2020-06-02,588
Mauritius,MUS,2020-06-02,335
Mayotte,MYT,2020-06-02,1934
Mexico,MEX,2020-06-02,125250
Moldova,MDA,2020-06-02,8360
Monaco,MCO,2020-06-02,59
Mongolia,MNG,2020-06-02,185
Montenegro,MNE,2020-06-02,3
Montserrat,MSR,2020-06-02,11
Morocco,MAR,2020-06-02,7833
Mozambique,MOZ,2020-06-02,254
Myanmar,MMR,2020-06-02,232
Namibia,NAM,2020-06-02,25
Nepal,NPL,2020-06-02,2099
Netherlands,NLD,2020-06-02,46488
New Caledonia,NCL,2020-06-02,19
New Zealand,NZL,2020-06-02,1154
Nicaragua,NIC,2020-06-02,885
Niger,NER,2020-06-02,958
Nigeria,NGA,2020-06-02,10578
North Macedonia,MKD,2020-06-02,2315
Northern Mariana Islands,MNP,2020-06-02,22
Norway,NOR,2020-06-02,8447
Oman,OMN,2020-06-02,12223
Pakistan,PAK,2020-06-02,72460
Palestine,PSE,2020-06-02,628
Panama,PAN,2020-06-02,13463
Papua New Guinea,PNG,2020-06-02,8
Paraguay,PRY,2020-06-02,995
Peru,PER,2020-06-02,164476
Philippines,PHL,2020-06-02,18638
Poland,POL,2020-06-02,24165
Portugal,PRT,2020-06-02,32863
Puerto Rico,PRI,2020-06-02,1471
Qatar,QAT,2020-06-02,58433
Reunion,REU,2020-06-02,473
Romania,ROU,2020-06-02,19398
Russia,RUS,2020-06-02,423741
Rwanda,RWA,2020-06-02,377
Saint Barthelemy,BLM,2020-06-02,6
Saint Kitts and Nevis,KNA,2020-06-02,15
Saint Lucia,LCA,2020-06-02,18
Saint Martin (French part),MAF,2020-06-02,41
Saint Pierre and Miquelon,SPM,2020-06-02,1
Saint Vincent and the Grenadines,VCT,2020-06-02,26
San Marino,SMR,2020-06-02,689
Sao Tome and Principe,STP,2020-06-02,484
Saudi Arabia,SAU,2020-06-02,87142
Senegal,SEN,2020-06-02,3739
Serbia,SRB,2020-06-02,11430
Seychelles,SYC,2020-06-02,11
Sierra Leone,SLE,2020-06-02,865
Singapore,SGP,2020-06-02,35292
Sint Maarten (Dutch part),SXM,2020-06-02,78
Slovakia,SVK,2020-06-02,1522
Slovenia,SVN,2020-06-02,1473
Somalia,SOM,2020-06-02,2023
South Africa,ZAF,2020-06-02,34357
South Korea,KOR,2020-06-02,11541
South Sudan,SSD,2020-06-02,1251
Spain,ESP,2020-06-02,247009
Sri Lanka,LKA,2020-06-02,1683
Sudan,SDN,2020-06-02,5173
Suriname,SUR,2020-06-02,27
Sweden,SWE,2020-06-02,39309
Switzerland,CHE,2020-06-02,30843
Syria,SYR,2020-06-02,123
Tajikistan,TJK,2020-06-02,4013
Tanzania,TZA,2020-06-02,509
Thailand,THA,2020-06-02,3083
Togo,TGO,2020-06-02,443
Trinidad and Tobago,TTO,2020-06-02,117
Tunisia,TUN,2020-06-02,1084
Turkey,TUR,2020-06-02,164769
Turks and Caicos Islands,TCA,2020-06-02,12
Uganda,UGA,2020-06-02,483
Ukraine,UKR,2020-06-02,21766
United Arab Emirates,ARE,2020-06-02,35192
United Kingdom,GBR,2020-06-02,256432
United States,USA,2020-06-02,1831015
United States Virgin Islands,VIR,2020-06-02,70
Uruguay,URY,2020-06-02,823
Vatican,VAT,2020-06-02,12
Venezuela,VEN,2020-06-02,1510
Vietnam,VNM,2020-06-02,328
Yemen,YEM,2020-06-02,354
Zambia,ZMB,2020-06-02,1111
Zimbabwe,ZWE,2020-06-02,203
Afghanistan,AFG,2020-06-03,16492
Albania,ALB,2020-06-03,1143
Algeria,DZA,2020-06-03,9626
Andorra,AND,2020-06-03,844
Angola,AGO,2020-06-03,86
Anguilla,AIA,2020-06-03,3
Antigua and Barbuda,ATG,2020-06-03,25
Argentina,ARG,2020-06-03,25501
Armenia,ARM,2020-06-03,10524
Aruba,ABW,2020-06-03,101
Australia,AUS,2020-06-03,7221
Austria,AUT,2020-06-03,13452
Azerbaijan,AZE,2020-06-03,5662
Bahamas,BHS,2020-06-03,102
Bahrain,BHR,2020-06-03,12311
Bangladesh,BGD,2020-06-03,55140
Barbados,BRB,2020-06-03,92
Belarus,BLR,2020-06-03,44255
Belgium,BEL,2020-06-03,59023
Belize,BLZ,2020-06-03,18
Benin,BEN,2020-06-03,244
Bermuda,BMU,2020-06-03,141
Bhutan,BTN,2020-06-03,47
Bolivia,BOL,2020-06-03,10531
Bonaire Sint Eustatius and Saba,BES,2020-06-03,7
Bosnia and Herzegovina,BIH,2020-06-03,2535
Botswana,BWA,2020-06-03,40
Brazil,BRA,2020-06-03,526447
British Virgin Islands,VGB,2020-06-03,8
Brunei,BRN,2020-06-03,141
Bulgaria,BGR,2020-06-03,2513
Burkina Faso,BFA,2020-06-03,884
Burundi,BDI,2020-06-03,63
Cambodia,KHM,2020-06-03,125
Cameroon,CMR,2020-06-03,6752
Canada,CAN,2020-06-03,91694
Cape Verde,CPV,2020-06-03,466
Cayman Islands,CYM,2020-06-03,150
Central African Republic,CAF,2020-06-03,1284
Chad,TCD,2020-06-03,803
Chile,CHL,2020-06-03,108686
China,CHN,2020-06-03,84602
Colombia,COL,2020-06-03,30493
Comoros,COM,2020-06-03,62
Congo,COG,2020-06-03,632
Costa Rica,CRI,2020-06-03,1084
Cote d'Ivoire,CIV,2020-06-03,3024
Croatia,HRV,2020-06-03,2246
Cuba,CUB,2020-06-03,2092
Curacao,CUW,2020-06-03,20
Cyprus,CYP,2020-06-03,952
Czechia,CZE,2020-06-03,9457
Democratic Republic of Congo,COD,2020-06-03,3494
Denmark,DNK,2020-06-03,11734
Djibouti,DJI,2020-06-03,3779
Dominica,DMA,2020-06-03,16
Dominican Republic,DOM,2020-06-03,17752
East Timor,TLS,2020-06-03,24
Ecuador,ECU,2020-06-03,40414
Egypt,EGY,2020-06-03,27536
El Salvador,SLV,2020-06-03,2653
Equatorial Guinea,GNQ,2020-06-03,1907
Eritrea,ERI,2020-06-03,39
Estonia,EST,2020-06-03,7112
Eswatini,SWZ,2020-06-03,294
Ethiopia,ETH,2020-06-03,1344
Falkland Islands,FLK,2020-06-03,13
Faroe Islands,FRO,2020-06-03,187
Fiji,FJI,2020-06-03,18
Finland,FIN,2020-06-03,6610
France,FRA,2020-06-03,8469
French Guiana,GUF,2020-06-03,517
French Polynesia,PYF,2020-06-03,60
Gabon,GAB,2020-06-03,2803
Gambia,GMB,2020-06-03,26
Georgia,GEO,2020-06-03,800
Germany,DEU,2020-06-03,182082
Ghana,GHA,2020-06-03,8297
Gibraltar,GIB,2020-06-03,162
Greece,GRC,2020-06-03,2978
Greenland,GRL,2020-06-03,13
Grenada,GRD,2020-06-03,23
Guadeloupe,GLP,2020-06-03,162
Guam,GUM,2020-06-03,169
Guatemala,GTM,2020-06-03,5336
Guernsey,GGY,2020-06-03,252
Guinea,GIN,2020-06-03,3886
Guinea-Bissau,GNB,2020-06-03,1346
Guyana,GUY,2020-06-03,153
Haiti,HTI,2020-06-03,2226
Honduras,HND,2020-06-03,5362
Hungary,HUN,2020-06-03,3931
Iceland,ISL,2020-06-03,1820
India,IND,2020-06-03,207615
Indonesia,IDN,2020-06-03,28233
Iran,IRN,2020-06-03,157562
Iraq,IRQ,2020-06-03,7387
Ireland,IRL,2020-06-03,25062
Isle of Man,IMN,2020-06-03,338
Israel,ISR,2020-06-03,17279
Italy,ITA,2020-06-03,233515
Jamaica,JAM,2020-06-03,588
Japan,JPN,2020-06-03,16986
Jersey,JEY,2020-06-03,292
Jordan,JOR,2020-06-03,677
Kazakhstan,KAZ,2020-06-03,11796
Kenya,KEN,2020-06-03,2093
Kosovo,OWID_KOS,2020-06-03,1080
Kuwait,KWT,2020-06-03,28649
Laos,LAO,2020-06-03,19
Latvia,LVA,2020-06-03,1066
Lebanon,LBN,2020-06-03,1242
Lesotho,LSO,2020-06-03,4
Liberia,LBR,2020-06-03,322
Libya,LBY,2020-06-03,168
Liechtenstein,LIE,2020-06-03,83
Lithuania,LTU,2020-06-03,1617
Luxembourg,LUX,2020-06-03,3088
Madagascar,MDG,2020-06-03,845
Malawi,MWI,2020-06-03,358
Malaysia,MYS,2020-06-03,7877
Maldives,MDV,2020-06-03,1850
Mali,MLI,2020-06-03,1349
Malta,MLT,2020-06-03,621
Martinique,MTQ,2020-06-03,200
Mauritania,MRT,2020-06-03,668
Mauritius,MUS,2020-06-03,335
Mayotte,MYT,2020-06-03,1986
Mexico,MEX,2020-06-03,130703
Moldova,MDA,2020-06-03,8548
Monaco,MCO,2020-06-03,59
Mongolia,MNG,2020-06-03,185
Montenegro,MNE,2020-06-03,3
Montserrat,MSR,2020-06-03,11
Morocco,MAR,2020-06-03,7866
Mozambique,MOZ,2020-06-03,307
Myanmar,MMR,2020-06-03,233
Namibia,NAM,2020-06-03,25
Nepal,NPL,2020-06-03,2300
Netherlands,NLD,2020-06-03,46488
New Caledonia,NCL,2020-06-03,19
New Zealand,NZL,2020-06-03,1154
Nicaragua,NIC,2020-06-03,950
Niger,NER,2020-06-03,960
Nigeria,NGA,2020-06-03,10819
North Macedonia,MKD,2020-06-03,2315
Northern Mariana Islands,MNP,2020-06-03,23
Norway,NOR,2020-06-03,8478
Oman,OMN,2020-06-03,12799
Pakistan,PAK,2020-06-03,76398
Palestine,PSE,2020-06-03,630
Panama,PAN,2020-06-03,13837
Papua New Guinea,PNG,2020-06-03,8
Paraguay,PRY,2020-06-03,1013
Peru,PER,2020-06-03,170039
Philippines,PHL,2020-06-03,18997
Poland,POL,2020-06-03,24395
Portugal,PRT,2020-06-03,32863
Puerto Rico,PRI,2020-06-03,1489
Qatar,QAT,2020-06-03,60259
Reunion,REU,2020-06-03,477
Romania,ROU,2020-06-03,19517
Russia,RUS,2020-06-03,432277
Rwanda,RWA,2020-06-03,384
Saint Barthelemy,BLM,2020-06-03,6
Saint Kitts and Nevis,KNA,2020-06-03,15
Saint Lucia,LCA,2020-06-03,18
Saint Martin (French part),MAF,2020-06-03,41
Saint Pierre and Miquelon,SPM,2020-06-03,1
Saint Vincent and the Grenadines,VCT,2020-06-03,26
San Marino,SMR,2020-06-03,689
Sao Tome and Principe,STP,2020-06-03,484
Saudi Arabia,SAU,2020-06-03,89011
Senegal,SEN,2020-06-03,3836
Serbia,SRB,2020-06-03,11454
Seychelles,SYC,2020-06-03,11
Sierra Leone,SLE,2020-06-03,896
Singapore,SGP,2020-06-03,35836
Sint Maarten (Dutch part),SXM,2020-06-03,78
Slovakia,SVK,2020-06-03,1525
Slovenia,SVN,2020-06-03,1473
Somalia,SOM,2020-06-03,2089
South Africa,ZAF,2020-06-03,35812
South Korea,KOR,2020-06-03,11590
South Sudan,SSD,2020-06-03,1317
Spain,ESP,2020-06-03,247009
Sri Lanka,LKA,2020-06-03,1749
Sudan,SDN,2020-06-03,5310
Suriname,SUR,2020-06-03,53
Sweden,SWE,2020-06-03,40209
Switzerland,CHE,2020-06-03,30865
Syria,SYR,2020-06-03,123
Tajikistan,TJK,2020-06-03,4100
Tanzania,TZA,2020-06-03,509
Thailand,THA,2020-06-03,3084
Togo,TGO,2020-06-03,445
Trinidad and Tobago,TTO,2020-06-03,117
Tunisia,TUN,2020-06-03,1086
Turkey,TUR,2020-06-03,165555
Turks and Caicos Islands,TCA,2020-06-03,12
Uganda,UGA,2020-06-03,500
Ukraine,UKR,2020-06-03,21766
United Arab Emirates,ARE,2020-06-03,35788
United Kingdom,GBR,2020-06-03,257871
United States,USA,2020-06-03,1848172
United States Virgin Islands,VIR,2020-06-03,70
Uruguay,URY,2020-06-03,825
Vatican,VAT,2020-06-03,12
Venezuela,VEN,2020-06-03,1662
Vietnam,VNM,2020-06-03,328
Yemen,YEM,2020-06-03,399
Zambia,ZMB,2020-06-03,1142
Zimbabwe,ZWE,2020-06-03,206
Afghanistan,AFG,2020-06-04,17267
Albania,ALB,2020-06-04,1164
Algeria,DZA,2020-06-04,9733
Andorra,AND,2020-06-04,851
Angola,AGO,2020-06-04,86
Anguilla,AIA,2020-06-04,3
Antigua and Barbuda,ATG,2020-06-04,25
Argentina,ARG,2020-06-04,26614
Armenia,ARM,2020-06-04,11221
Aruba,ABW,2020-06-04,101
Australia,AUS,2020-06-04,7229
Austria,AUT,2020-06-04,13468
Azerbaijan,AZE,2020-06-04,5935
Bahamas,BHS,2020-06-04,102
Bahrain,BHR,2020-06-04,12815
Bangladesh,BGD,2020-06-04,57563
Barbados,BRB,2020-06-04,92
Belarus,BLR,2020-06-04,45116
Belgium,BEL,2020-06-04,59204
Belize,BLZ,2020-06-04,18
Benin,BEN,2020-06-04,261
Bermuda,BMU,2020-06-04,141
Bhutan,BTN,2020-06-04,48
Bolivia,BOL,2020-06-04,10991
Bonaire Sint Eustatius and Saba,BES,2020-06-04,7
Bosnia and Herzegovina,BIH,2020-06-04,2551
Botswana,BWA,2020-06-04,40
Brazil,BRA,2020-06-04,555383
British Virgin Islands,VGB,2020-06-04,8
Brunei,BRN,2020-06-04,141
Bulgaria,BGR,2020-06-04,2513
Burkina Faso,BFA,2020-06-04,884
Burundi,BDI,2020-06-04,63
Cambodia,KHM,2020-06-04,125
Cameroon,CMR,2020-06-04,6789
Canada,CAN,2020-06-04,92399
Cape Verde,CPV,2020-06-04,477
Cayman Islands,CYM,2020-06-04,151
Central African Republic,CAF,2020-06-04,1396
Chad,TCD,2020-06-04,828
Chile,CHL,2020-06-04,113628
China,CHN,2020-06-04,84603
Colombia,COL,2020-06-04,31833
Comoros,COM,2020-06-04,62
Congo,COG,2020-06-04,632
Costa Rica,CRI,2020-06-04,1105
Cote d'Ivoire,CIV,2020-06-04,3110
Croatia,HRV,2020-06-04,2246
Cuba,CUB,2020-06-04,2107
Curacao,CUW,2020-06-04,20
Cyprus,CYP,2020-06-04,958
Czechia,CZE,2020-06-04,9531
Democratic Republic of Congo,COD,2020-06-04,3643
Denmark,DNK,2020-06-04,11771
Djibouti,DJI,2020-06-04,3935
Dominica,DMA,2020-06-04,16
Dominican Republic,DOM,2020-06-04,18040
East Timor,TLS,2020-06-04,24
Ecuador,ECU,2020-06-04,40966
Egypt,EGY,2020-06-04,28615
El Salvador,SLV,2020-06-04,2705
Equatorial Guinea,GNQ,2020-06-04,1981
Eritrea,ERI,2020-06-04,39
Estonia,EST,2020-06-04,7112
Eswatini,SWZ,2020-06-04,295
Ethiopia,ETH,2020-06-04,1486
Falkland Islands,FLK,2020-06-04,13
Faroe Islands,FRO,2020-06-04,187
Fiji,FJI,2020-06-04,18
Finland,FIN,2020-06-04,6626
France,FRA,2020-06-04,8469
French Guiana,GUF,2020-06-04,533
French Polynesia,PYF,2020-06-04,60
Gabon,GAB,2020-06-04,2902
Gambia,GMB,2020-06-04,26
Georgia,GEO,2020-06-04,801
